"age","sleep","sensor1","sensor2","sensor3","sensor5","sensor6","sensor7","sensor8","sensor9"
34,"nosleep",0.2,6.8,31.82,30.69,2.29,0.19,2.79,-0.9
36,"sleep",0.42,1.79,30.99,31.93,0.68,0.12,0.87,-0.65
34,"nosleep",2.15,58.44,29.63,30.69,129.48,0.79,134.23,-0.29
30,"sleep",0.36,21.86,29.8,28.8,0,0.52,0.02,-0.71
35,"nosleep",0.26,7.77,32.03,30.82,12.35,0.86,14.91,-0.41
39,"nosleep",0.16,24.13,31.68,31.44,56.86,0.94,59.45,-0.22
35,"nosleep",0.29,19.01,30.21,28.82,100.89,1.04,91.92,-0.28
37,"nosleep",0.53,5.5,32.82,34.37,48.41,0.38,46.23,-0.11
38,"nosleep",0.32,24.71,29.41,28.04,247.53,0.88,166.86,-0.2
34,"nosleep",0.95,8.01,32.32,31.04,45.18,0.56,33.82,-0.27
36,"sleep",0.6,12.79,29.9,31.29,1.79,0.44,1.88,-0.25
37,"nosleep",0.26,16.26,31.39,30.34,272.96,0.82,168.02,-0.3
39,"sleep",0.19,26.98,31.35,31.4,11.53,0,15.82,-0.37
32,"sleep",0.13,11.82,31.66,30.36,1.15,0.58,1.46,-0.71
31,"sleep",0.16,4.39,32.2,30.91,0.23,-0.26,0.55,-0.11
31,"sleep",0.38,18.63,30.44,28.87,0.06,-0.17,0.3,0.74
31,"nosleep",0.99,22.92,32.75,32.08,41,0.82,57.78,-0.52
38,"sleep",0.4,5.98,32.33,31.15,0.95,0.13,1.68,-0.87
31,"nosleep",0.05,23.84,31.02,29.64,14.5,0.68,15.65,-0.4
34,"nosleep",0.36,20.32,29.73,28.03,87.74,0.86,62.44,-0.35
34,"nosleep",0.43,21.48,32.18,31.3,10,1.05,9.94,-0.35
32,"sleep",0.16,14.82,31.39,30.69,2.33,0.6,2.39,-0.38
32,"sleep",0.08,25.63,31.74,30.93,4.31,-0.59,8.56,0.2
36,"sleep",0.55,8.64,27.76,28.56,0.78,-0.02,2.21,-1.05
32,"sleep",0.07,22.01,31.38,30.22,0.1,-0.02,0.07,-0.71
34,"nosleep",5.92,21.62,30.93,30,177.66,0.9,120.72,-0.08
37,"nosleep",0.4,17.9,30.11,31.73,100.83,0.98,132.47,-0.16
24,"nosleep",0.05,9.56,30.23,30.11,14.18,0.53,20.87,-0.81
36,"nosleep",0.53,15.06,31.06,32.3,15.54,0.32,29.98,-0.61
38,"sleep",0.24,11.05,32.11,32.06,0.98,-0.14,0.8,0.5
37,"sleep",0.3,9.8,31.23,30.6,5.08,-0.49,4.85,0.16
34,"nosleep",0.15,15.2,30.38,29.23,9.86,1.06,10.28,-0.33
37,"nosleep",0.33,12.55,29.15,30.72,8.17,0.76,28.29,-0.46
32,"nosleep",0.05,19.93,30.24,29.39,5.73,0.58,11.03,-0.66
31,"nosleep",0.29,19.16,31.38,30.23,18.8,0.92,24.68,-0.54
38,"sleep",0.2,7.91,30.88,29.73,5.42,-0.35,8.26,0.19
30,"sleep",0.95,7.14,31.09,30.25,0,-0.2,0,-0.78
29,"sleep",0.53,5.65,28.79,27.12,0.51,0.14,0.84,-0.82
37,"nosleep",0.39,13.37,31.29,32.88,100.26,0.91,91.53,-0.33
35,"nosleep",0.2,16.31,30.54,29.24,69.71,1.04,72.64,-0.29
36,"sleep",0.59,13.37,29.65,31,0.23,0.4,0.69,-0.42
34,"nosleep",0.22,9.94,30.59,29.19,21.04,0.85,26.42,-0.31
24,"nosleep",0.12,8.49,31.72,31.12,20.23,0.91,23.28,-0.33
38,"sleep",1.2,-2.22,32.81,31.83,0.17,0.11,0.42,-0.66
36,"sleep",0.67,10.14,31.19,32.06,2.1,0.55,1.9,-0.82
38,"nosleep",0.27,14.67,31.56,30.78,18.77,0.49,20.97,-0.58
31,"nosleep",0.06,21.04,32.01,30.72,3.72,0.33,8.68,-0.4
39,"nosleep",0.32,58.83,27.04,27,827.9,0.82,473.09,-0.39
37,"nosleep",0.2,10.28,29.27,28.42,25.15,0.82,41.71,-0.51
39,"nosleep",0.38,36.87,29.64,29.77,1053.1,0.87,531.94,-0.42
39,"nosleep",0.25,15.93,31.29,31.19,273.09,0.64,317.95,-0.63
30,"sleep",0.28,12.16,29.57,29.15,0,-0.23,0.02,0.92
37,"sleep",0.45,6.47,29.8,30.47,6.34,-0.03,7.95,-0.77
37,"nosleep",0.2,10.71,29.07,28.31,30.2,0.78,37.73,-0.54
32,"sleep",0.13,20.27,30.75,29.89,0.56,-0.27,0.57,-0.49
39,"sleep",0.51,6.71,33.28,33.08,2.18,0.1,5.23,-0.14
43,"sleep",2.65,30.89,30.61,29.89,0,0.07,0.03,0.49
39,"sleep",0.2,1.74,34.58,33.59,4.76,0.28,3.4,-0.58
30,"sleep",0.27,8.35,30.86,29.75,0.07,-0.09,0.13,-0.45
36,"sleep",0.45,5.07,29.96,30.62,0.63,0.04,3.8,-0.68
39,"sleep",0.12,3.96,32.65,30.55,7.09,0.61,10.01,-0.66
39,"nosleep",0.15,11.58,33.19,32.12,41.86,0.62,35.52,-0.38
29,"nosleep",0.31,3.09,27.85,25.63,73.66,0.91,61.84,-0.33
30,"nosleep",0.21,19.45,28.14,26.66,13.02,0.84,18.71,-0.49
31,"nosleep",0.23,15.73,31.19,29.58,16.74,0.92,23.03,-0.25
39,"nosleep",0.36,17.71,32.5,32.25,234.4,0.74,260.19,-0.38
39,"sleep",0.22,4.2,33.87,33.4,2.16,-0.33,6.65,-0.05
31,"nosleep",0.59,21.67,31.86,30.18,0.94,0.93,1.36,-0.24
31,"nosleep",0.3,18.1,30.46,29.38,15.13,0.85,38.86,-0.4
36,"sleep",0.53,12.74,29.72,30.71,6.96,0.39,0.09,-0.67
30,"nosleep",0.28,14.04,30.46,28.89,9.7,0.89,13.95,-0.25
31,"nosleep",0.68,19.11,32.26,31.39,6.1,0.79,7.23,-0.62
30,"sleep",0.36,3.52,31.51,30.73,0.82,0.15,0.48,-0.5
37,"sleep",0.43,14.77,29.46,31.02,1.97,0.5,0.3,-0.67
35,"nosleep",0.36,18.44,31.24,29.89,58.03,1,72.06,-0.36
38,"nosleep",0.75,22.59,31.71,31.2,140.61,0.77,127.46,-0.13
32,"sleep",0.3,0.48,33.67,33.19,0,0.07,0.08,-0.26
39,"sleep",0.1,9.99,32.48,30.95,3.64,0.31,7.23,-0.71
36,"sleep",0.43,17.37,27.84,28.88,6.82,0.17,13.46,-0.95
32,"nosleep",0.15,23.5,30.48,29.54,12.75,0.54,20.26,-0.51
24,"nosleep",0.2,5.26,31.65,31.06,100.49,0.61,101.57,-0.6
36,"nosleep",0.42,20.03,27.62,28.37,51.12,0.93,47.53,-0.34
39,"nosleep",0.28,7.38,33.11,32.27,31.49,0.65,53.44,-0.75
32,"sleep",0.15,13.85,30.91,30.19,2.42,-0.07,2.21,-0.18
31,"sleep",0.09,-2.61,30.55,30.04,0.09,0.06,0.09,0.32
32,"sleep",0.2,9.99,32.46,31.82,0.07,0.13,0.67,0.29
35,"nosleep",0.22,16.17,30.02,28.84,30.8,0.84,38.22,-0.57
32,"sleep",0.11,11.1,34.32,33.99,0.02,0.49,0.2,0.27
37,"nosleep",0.34,15.83,29.42,30.76,165.92,0.67,215.48,-0.4
24,"sleep",0.12,2.08,32.87,32.12,0.26,-0.06,0.14,-0.17
38,"sleep",0.25,7.14,32.16,30.85,0.1,0.17,0.98,-0.38
39,"nosleep",0.87,52.12,30.81,30.91,960.79,0.81,461.25,-0.45
24,"sleep",0.12,13.71,29.79,29.44,10.12,-0.46,17.14,0.45
31,"nosleep",1.94,24.56,31.04,30.33,38.03,0.92,41.49,-0.35
34,"nosleep",0.11,20.08,30.11,29.13,10.77,0.74,14.39,-0.67
31,"nosleep",0.4,12.4,30.61,29.43,10.68,0.92,19.27,-0.29
37,"sleep",0.4,2.32,31.36,32.47,0.31,0.01,0.31,-0.54
32,"sleep",0.31,8.25,32.49,31.95,0.57,-0.6,0.61,0.29
32,"sleep",0.11,10.28,33.68,32.87,0.02,-0.23,0.02,0.26
32,"nosleep",0.13,16.26,30.35,29.45,25.72,0.91,50.37,-0.34
36,"nosleep",0.52,11.53,31.07,32.3,209.28,0.91,158.43,-0.25
34,"nosleep",0.37,-0.58,32.63,31.32,168.77,0.91,90.73,-0.02
37,"sleep",0.66,8.64,28.16,28.93,34.06,-0.16,54.21,-0.83
30,"nosleep",0.32,16.79,31.7,31.17,0.22,-0.22,0,0.33
34,"nosleep",1.4,24.42,32.02,29.38,408.56,0.89,208.97,-0.41
24,"sleep",0.2,3.19,32.71,31.38,0.07,0,0.36,-0.76
37,"sleep",0.65,12.21,28.63,29.61,18.3,0,25.26,-0.39
24,"sleep",0.29,11.82,32.59,32.2,0.98,-0.17,1.28,-0.36
35,"nosleep",1.12,28.14,31.88,30.84,573.77,0.89,278.1,-0.24
31,"nosleep",0.46,17.81,30.73,30.04,19.51,0.67,31.14,-0.62
39,"sleep",0.18,2.46,35.41,35.14,1.65,-0.14,3,0.1
35,"nosleep",0.93,23.36,31.82,30.31,208.67,1.07,151.91,-0.22
32,"sleep",0.21,16.31,32.28,31.65,0.05,-0.22,0,0.84
35,"sleep",0.3,0.34,33.26,32.12,0,0.75,0.03,-0.59
39,"nosleep",0.9,30.31,31.81,30.87,579.91,0.87,394.04,-0.4
37,"sleep",0.45,5.07,29.68,30.72,0.16,-0.11,0.49,-0.84
34,"nosleep",0.78,15.3,30.71,29.55,1.66,0.67,1.24,-0.64
31,"nosleep",0.51,20.17,30.61,29,19.8,0.97,30.57,-0.18
37,"nosleep",0.34,8.4,29.24,30.42,33.69,0.67,40.58,-0.22
37,"sleep",0.52,6.42,28.8,29.59,0.86,-0.01,0.24,-1.02
31,"sleep",0.41,36.68,31.04,30.58,24.16,-0.47,35.43,0.51
24,"nosleep",2.91,28.86,31.82,32.14,124.79,0.92,177.17,-0.04
36,"nosleep",1.02,15.68,30.19,31.62,7.88,0.55,12.78,-0.85
32,"sleep",0.08,21.67,32.68,31.44,0.23,0.51,0.05,-0.79
32,"sleep",0.09,0.29,33.68,32.67,0.69,-0.3,0.44,0.91
36,"nosleep",0.24,26.74,27.03,28.58,50.06,0.24,41.15,-0.52
32,"nosleep",0.04,23.84,28.75,27.69,7.11,0.48,12.49,-0.64
38,"nosleep",0.42,9.17,31.04,29.87,0.16,0.84,0.24,-0.24
34,"nosleep",0.96,18.68,31.07,29.42,53.77,0.77,39.72,-0.46
38,"sleep",0.44,14.58,31.32,31.72,0.31,-0.33,0.5,0.7
37,"sleep",0.55,7.53,31.6,32.77,1.18,-0.04,0.46,0.18
31,"sleep",0.09,8.78,31.59,29.92,2.04,-0.47,2.06,-0.69
39,"nosleep",1.37,22.92,30.63,30.11,1972.1,0.95,704.46,-0.11
36,"nosleep",0.68,10.52,32.98,34.05,93.55,0.35,75.91,-0.87
37,"sleep",0.21,6.18,32.06,30.62,0.72,-0.03,0.67,-0.98
39,"nosleep",0.22,83.2,22.52,25.53,858.77,0.83,417.17,-0.46
36,"sleep",0.55,12.5,29.36,30.09,10.61,0.12,17.64,-0.55
39,"nosleep",0.72,43.82,29.69,30.22,1122,0.84,583.52,-0.5
39,"sleep",0.18,1.16,34.17,33.59,3.32,-0.24,2.68,0.05
24,"sleep",0.04,10.71,29.81,29.26,1.94,-0.13,4.1,-0.81
37,"nosleep",0.49,14.62,30.13,31.58,46.4,0.38,59.11,-0.55
37,"nosleep",1.02,2.99,34.32,36.22,394.62,0.98,257.83,-0.23
38,"sleep",0.36,8.69,32.8,32.55,3.44,-0.6,6.79,0.77
29,"nosleep",0.2,7.53,24.27,22.69,41.19,0.97,37.75,-0.37
37,"nosleep",0.11,23.36,28.3,30.04,340.67,0.8,228.02,-0.61
37,"sleep",0.27,4.05,32.65,31.7,0.12,0.02,0.35,0.08
30,"sleep",0.19,3.47,29.87,28.33,0.02,0.02,0.05,-0.67
32,"sleep",0.3,16.94,32.76,32.02,0.07,0.39,0.12,-0.42
35,"nosleep",0.33,16.6,31.1,30.31,13.77,0.8,13.82,-0.47
39,"nosleep",0.69,23.07,34.2,34.46,999.98,0.82,606.29,-0.18
38,"sleep",0,0,0,-273.15,11.5,0.04,14.31,-0.26
38,"sleep",0.47,6.76,31.47,30.54,0.94,-0.22,3.08,0.06
39,"sleep",0.1,4.3,31.38,30.06,4.45,0.45,9.45,-0.04
39,"sleep",0.15,6.23,33.98,33.57,4.37,0.45,5.68,0.22
39,"sleep",0.24,7.63,32.52,31.57,3.52,0.09,7.7,-0.85
35,"nosleep",0.33,25.96,31.39,30.33,414.29,1.06,229.02,-0.03
32,"sleep",0.09,9.12,33.44,32.43,5.84,0.16,9.98,-0.73
34,"nosleep",1.95,9.51,32.02,31.32,66.46,-0.17,64.48,-0.25
37,"sleep",0.26,23.5,26.21,27.75,36.1,0.23,51.07,-0.75
36,"sleep",0.41,7.29,29.26,30.67,19.24,0,23.75,-0.86
24,"sleep",0.17,11.25,31.65,30.68,1.22,-0.02,0.66,-0.57
36,"sleep",0.48,8.88,30.81,31.95,0.94,0.16,1.18,-0.82
37,"sleep",0.34,5.69,31.17,32.34,2.27,0.43,1.83,-0.75
29,"nosleep",0.19,1.83,26.6,24.5,78.52,0.79,72.47,-0.34
37,"nosleep",0.42,20.7,28.63,29.88,416.97,0.99,209.3,-0.24
38,"sleep",0.22,4.63,33.02,31.87,0.16,0.04,1.26,0.02
38,"sleep",0.5,2.17,33.43,32.6,0.22,0.3,0.72,-0.81
31,"nosleep",0.14,23.99,32.79,31.8,20.98,0.3,34.71,-0.56
30,"sleep",0.67,6.08,31.07,30.2,0.19,0.01,0,-1
39,"sleep",0.51,4.73,33.84,32.66,3.94,-0.16,4.43,-0.86
32,"sleep",0.07,11.34,32.13,31.13,0.78,0.62,0.36,-0.05
24,"sleep",0.12,7.67,30.31,29.4,0.92,-0.06,1.16,-0.44
31,"nosleep",0.29,14.72,31.16,29.97,8.26,0.9,13.97,-0.54
39,"sleep",0.15,2.32,34.1,33.59,1.64,-0.14,7.17,0.25
39,"sleep",0.17,13.8,31.19,29.79,15.22,0.31,26.28,-0.72
30,"nosleep",0.33,14.29,30.9,29.76,11.91,0.66,13.94,-0.69
36,"sleep",0.4,5.89,28.35,29.27,36.08,-0.03,59.92,-0.47
37,"sleep",0.67,14.62,29.26,30.44,1.64,0.5,1.25,-0.49
34,"nosleep",0.26,9.51,30.44,28.95,57.34,1,24.26,-0.23
38,"sleep",0.24,4.87,32.43,31.24,0.42,0.15,1.84,0.14
32,"sleep",0.34,19.5,32.34,31.55,2.36,0.11,1.33,-0.92
39,"sleep",0.42,5.02,33.7,33.21,4.41,0.2,10.78,-0.23
30,"sleep",0.32,12.16,31.51,30.52,0,0.29,0.09,0.34
38,"sleep",0.31,2.94,32.95,31.98,0.17,-0.17,0.25,-0.43
37,"nosleep",0.67,15.35,30.82,32.49,38.41,0.52,48.81,-0.8
39,"sleep",0.17,0.53,34.55,34.25,1.64,-0.31,3.97,0.6
30,"sleep",0.96,9.12,30.95,30.24,0.02,-0.66,0.16,0.64
30,"sleep",0.64,20.37,30.32,28.94,0,-0.22,0,0.24
37,"sleep",0.33,4.1,32.89,32.24,0.36,-0.1,1.03,-0.39
31,"nosleep",0.32,11.73,32.39,31.14,100.21,0.51,115.03,-0.5
35,"nosleep",0.39,12.31,31.32,30.44,30.21,0.83,37.09,-0.56
29,"sleep",0.46,5.55,29.79,27.97,0,0.66,0,-0.78
43,"nosleep",0.18,1.74,13.92,15.54,0,-0.01,0,0.3
36,"sleep",0.53,2.61,31.46,32.62,12.76,-0.09,0.93,-0.82
35,"nosleep",0.41,9.99,30.9,29.57,71.12,0.79,73.38,-0.34
31,"sleep",0.07,19.93,30.07,29.39,0.73,-0.06,0.49,-0.55
37,"sleep",0.36,13.22,30.79,31.84,0.3,-0.07,1.41,-1.04
30,"nosleep",0.31,21.72,30.02,28.96,24.86,-0.48,26.93,-0.14
30,"sleep",1.69,2.85,30.61,29.88,0,-0.09,0,0.96
38,"sleep",0.28,5.16,32.82,31.82,0.91,0.48,1.37,-0.86
34,"nosleep",1.99,48.65,29.46,28.61,441.79,0.92,294.4,-0.34
38,"sleep",1.22,8.59,31.28,30.18,1.04,0.64,1.09,-0.36
31,"nosleep",0.59,17.95,31.58,31.29,2.94,-0.27,5.51,-0.8
37,"nosleep",0.64,16.02,29.78,31.42,60.35,0.46,87.43,-0.77
30,"sleep",0.39,5.84,31.02,29.9,0.05,-0.07,0,-0.42
32,"sleep",0.26,14,32.85,32.54,0.5,-0.34,0.99,0.88
30,"sleep",0.39,6.08,31.65,31.36,1.98,-0.19,3.01,0.24
24,"sleep",0.08,14.77,31.38,31.02,0.35,-0.06,1.29,-0.99
37,"sleep",0.36,9.41,29.75,30.38,0.24,0,0.91,-0.22
39,"sleep",0.22,24.66,30.52,29.83,2.43,-1.04,7.62,0.34
32,"nosleep",4.34,36.1,33.25,32.07,352.66,0.94,276.38,-0.22
34,"nosleep",0.19,13.13,29.64,28.03,48.71,1.12,20.08,-0.15
30,"sleep",0.32,1.54,31.65,30.46,0,0.05,0,-0.39
32,"sleep",0.2,14.48,32.03,31.13,1.25,0.58,2.35,-0.04
39,"sleep",0.19,1.79,33.72,32.59,3.39,0.28,4.92,-0.49
37,"sleep",0.53,-0.14,33.14,32.1,0.18,0.02,0.47,0.05
32,"sleep",0.16,9.17,33.57,33.56,0.23,-0.23,0.78,0.59
37,"nosleep",0.45,13.75,30.47,32.17,40.78,0.65,62.13,-0.71
35,"nosleep",0.42,16.41,30.56,28.77,3.11,1.09,4.75,0.03
38,"nosleep",0.4,10.81,32.45,31.44,5.33,0.7,7.88,-0.06
30,"nosleep",1.99,24.28,31.62,30.1,103.29,0.83,133.88,0.03
37,"nosleep",0.42,11.1,32.19,33.69,106.45,0.73,91.36,-0.52
37,"nosleep",0.6,8.45,32.24,33.67,50.21,0.65,61.04,-0.69
39,"sleep",0.18,2.8,33.79,33.87,1.28,-0.19,3.44,0.04
31,"sleep",0.53,3.96,30.4,29.67,0.78,0.43,5.04,-0.41
37,"sleep",0.83,19.84,30.01,31.34,0.54,0.34,2.57,-0.22
24,"nosleep",0.2,16.94,27.73,27.19,11.19,0.69,22.53,-0.61
32,"nosleep",0.13,19.3,30.58,29.54,4.87,0.32,3.44,-0.52
32,"sleep",0.11,20.22,32.42,31.94,0.9,-0.2,0.78,1.02
37,"sleep",0.29,9.51,32.4,31.3,0.13,0.09,0.19,-0.58
31,"nosleep",0.03,23.02,30.8,29.44,21.47,0.49,21.9,-0.19
24,"nosleep",0.15,32.77,28.27,27.74,162.56,0.88,187.82,-0.19
30,"sleep",0.23,6.95,30.29,30.08,0.24,-0.08,0,-0.35
36,"nosleep",0.36,19.69,26.76,27.7,11.47,0.98,60.8,-0.22
24,"sleep",0.1,13.37,30.62,30.35,0.43,-0.06,0.73,0.02
39,"sleep",0.1,11.63,31.8,30.26,3.68,0.12,10.2,-0.65
32,"nosleep",0.06,20.41,31.76,30.88,3.85,0.79,7.83,-0.58
35,"nosleep",0.39,16.51,31.54,30.39,8.44,0.84,12.7,-0.62
30,"sleep",0.36,7.53,30.68,29.5,0,0.75,0.02,-0.5
39,"nosleep",0.35,15.83,32.15,32.12,84.95,0.71,117.42,-0.65
37,"sleep",0.63,11.15,28.16,29.07,0.79,-0.13,1.25,-1.01
39,"sleep",0.2,4.58,33.96,33.87,1.64,-0.26,5.23,0.62
32,"nosleep",0.06,21.33,31.91,31.16,9.11,0.55,12.71,-0.59
37,"nosleep",2.31,84.55,27.72,29.45,1516.5,0.87,892.64,-0.46
39,"nosleep",0.36,27.36,30.22,29.38,151.81,0.91,182.64,0.02
37,"nosleep",0.13,17.52,28.59,29.5,10.86,0.67,18.83,-0.55
29,"nosleep",0.22,5.5,26.45,24.98,69.97,0.82,76.4,-0.41
31,"nosleep",0.23,15.4,30.63,29.15,12.65,0.75,15.88,-0.63
32,"sleep",0.18,5.98,32.18,31.09,3.39,-0.35,8.17,-0.31
37,"nosleep",0.35,42.81,28.91,28.1,1510,0.91,785.77,-0.36
32,"sleep",0.32,7.91,32.49,32.02,0.55,-0.6,0.88,0.29
37,"sleep",0.22,8.01,32.08,31.28,0.07,-0.66,1.51,0.76
43,"sleep",9.01,6.08,34.38,34.03,0,0.2,0,0.19
31,"nosleep",0.33,31.22,31.36,30.06,93.76,0.93,147.37,-0.26
24,"nosleep",1.92,28.43,31.18,31.54,336.24,1,341.19,-0.31
38,"sleep",0.19,1.59,32.82,31.82,0.09,-0.06,0.42,-0.08
32,"sleep",0.07,11.39,33.72,33.04,0.04,-0.24,0,1.04
38,"sleep",0.36,19.35,31.08,30.23,0.07,-0.71,0.48,0.73
31,"nosleep",0.12,19.35,30.32,28.71,3.44,0.58,7.63,-0.29
38,"sleep",0.19,1.74,32.95,31.98,0.41,-0.09,0.18,-0.11
37,"sleep",0.36,2.46,32.63,31.67,0.2,-0.04,0.3,-0.32
35,"nosleep",0.37,8.98,31.12,29.68,8.25,1.14,5.53,-0.13
32,"sleep",0.13,27.89,32.97,32.84,1.32,-0.18,2.44,1.02
30,"nosleep",0.29,16.7,31.79,30.75,18.28,0.7,33.12,-0.56
39,"sleep",0.28,2.27,34.22,33.76,1.52,0.53,7.68,-0.48
32,"sleep",0.24,14.29,31.86,31.22,32.49,0.7,40.94,-0.56
37,"sleep",0.36,6.13,32.06,31.39,0.05,-0.26,0.3,0.71
32,"nosleep",0.2,16.31,33.15,31.94,0,0.36,0.05,-0.12
34,"nosleep",0.88,18.68,30.16,29.1,118.43,1.1,74.38,-0.21
37,"sleep",0.43,16.7,30.97,32.32,0.17,0.41,0.82,0.01
35,"nosleep",0.09,52.46,27.33,26.2,1545.4,0.89,1027.5,-0.38
38,"nosleep",0.3,8.4,30.35,29.47,442.06,0.91,183.68,-0.23
32,"sleep",0.06,23.21,31,31.2,0.08,-0.22,0.13,0.91
38,"sleep",0.3,1.59,32.92,31.85,0.56,0.5,0.51,-0.84
32,"nosleep",0.05,21.09,31.68,31.17,16.22,0.65,36.9,-0.71
39,"nosleep",0.41,28.52,30.81,29.97,121.21,-0.02,180.82,-0.49
24,"nosleep",0.19,25.24,27.51,27.12,211.77,0.84,202.2,-0.29
37,"sleep",0.39,3.81,32.01,30.62,0.05,0.29,0.39,-0.86
35,"nosleep",0.32,6.56,31.29,29.75,4.45,0.93,4.99,-0.12
34,"sleep",0.38,4.49,31.84,30.46,1.38,0.05,1.53,0.25
24,"sleep",0.28,3.62,32.83,32.87,0.07,-0.29,0.19,-0.29
38,"sleep",0.29,1.74,33.01,32.15,0.07,-0.25,0.39,0.2
39,"nosleep",0.15,9.6,33.21,31.85,81.22,0.79,57.21,-0.5
39,"sleep",0.14,11.97,33.19,33.26,5.09,-0.53,16.63,0.88
34,"sleep",1.19,16.41,32.76,31.97,123.2,0.59,110.51,0.55
43,"sleep",1.29,47.97,29.78,29.51,172.11,0.73,82.92,0.29
24,"nosleep",0.06,4.49,32.22,31.88,0.27,-0.12,0.22,-1.05
39,"nosleep",0.73,23.31,34.72,34.81,1225.3,0.83,462.78,-0.53
24,"sleep",0.13,1.98,32.9,32.23,0.02,-0.06,0.19,-0.17
31,"sleep",0.11,-4.05,31.01,30.52,0,0.06,0.02,0.31
32,"nosleep",0.04,25.14,30.01,28.96,43.27,0.83,59.34,-0.28
38,"sleep",0.31,6.56,32.04,31.31,4.53,-0.24,4.63,0.28
35,"nosleep",3.09,15.35,30.63,29.19,163.78,1.06,130.98,-0.02
31,"nosleep",0.2,19.4,31.07,29.3,6.33,0.87,14.2,-0.4
39,"nosleep",0.09,20.9,28.09,25.87,147.28,0.89,165.65,0.17
37,"sleep",0.48,6.42,30.01,31.18,0.31,-0.17,0.91,-0.37
39,"nosleep",0.2,78.71,25.27,25.91,928.93,0.8,541.56,-0.48
32,"sleep",0.09,0.39,33.71,32.7,0.2,-0.3,0.25,0.91
31,"sleep",0.98,41.21,30.98,30.5,0.02,-0.43,0,0.82
31,"nosleep",0.29,16.79,31.55,30.67,10.49,0.68,22.81,-0.53
31,"nosleep",0.43,22.39,31.46,30.74,17,0.84,21.95,-0.45
30,"nosleep",0.28,11.49,30.44,29.52,5.46,0.91,9.99,-0.2
32,"nosleep",0.08,15.73,33.25,32.48,1.8,0.43,4.52,-0.54
31,"nosleep",0.29,15.54,30.16,29.12,11.83,0.78,21.93,-0.41
39,"sleep",0.42,2.99,34.2,32.7,2.59,0.6,5.74,-0.65
37,"sleep",0.45,16.26,31.47,31.5,0.13,-0.23,0.24,0.11
39,"sleep",0.22,2.94,34.98,34.68,2.49,-0.22,2.32,-0.38
34,"nosleep",0.19,27.65,28.41,27.7,15.84,0.78,16.85,-0.5
32,"sleep",0.08,23.7,31.05,30.88,1.95,-0.17,2.41,1.02
34,"nosleep",0.2,16.36,32.26,30.88,21.35,0.88,23.1,-0.36
38,"sleep",0.41,7.43,31.31,30.78,0.41,-0.4,0.36,0.67
39,"nosleep",0.23,10.04,33.98,32.91,3,0.06,5.58,-0.85
37,"sleep",0.28,1.98,29.95,30.8,18.64,-0.02,26.12,-0.54
37,"sleep",0.86,17.33,29.47,30.27,1.49,0.19,1.66,-0.65
32,"nosleep",0.07,17.95,32.13,31.38,4.31,0.23,2.61,-0.55
31,"nosleep",0.02,21.67,30.53,29,1.96,0.45,2,-0.2
38,"sleep",0.2,-6.18,32.75,30.87,0.23,0.63,0.18,-0.73
30,"sleep",0.29,5.84,30.63,29.63,0,0.03,0,-0.56
32,"sleep",0.27,9.89,31.74,31.05,0.18,0.59,0.35,-0.71
39,"nosleep",0.21,40.25,26.59,25.22,22.25,1.01,23.21,0
37,"sleep",0.36,5.31,30.23,31.18,0.94,0.14,0.26,-0.61
30,"sleep",0.32,7.82,30.83,30.41,0,-0.21,0.02,0.1
36,"sleep",0.53,5.26,30.05,31.56,1.34,-0.04,0.65,0.2
32,"sleep",0.15,17.42,32.1,31.19,0.24,-0.11,1.03,0.69
31,"nosleep",0.59,25.19,31.16,30.43,17.98,0.87,11.93,-0.69
31,"sleep",0.28,29.39,30.78,30.23,2.18,-0.63,10.02,0.43
38,"sleep",0.22,6.03,32.73,32.04,0.04,-0.19,0.19,0.06
30,"sleep",0.36,7.43,30.71,29.56,0,0.75,0.04,-0.5
37,"sleep",0.53,18.73,30.13,31.34,0.91,0.27,1.48,-0.17
31,"nosleep",0.27,16.17,31.44,30.24,20.39,0.81,29.61,-0.59
36,"nosleep",0.54,13.75,31.48,32.65,40.8,0.86,41.77,-0.37
34,"nosleep",0.28,30.02,30.46,28.88,39.39,0.91,42.09,0.23
35,"nosleep",0.25,8.74,31.95,30.82,74.75,0.76,69.62,-0.14
32,"sleep",0.06,4.73,29.79,29.05,0.89,-0.26,1.43,0.81
43,"nosleep",0.11,-6.23,17.49,17.77,0,-0.02,0,0.3
38,"nosleep",0.48,68.63,28.78,26.55,1439.8,0.95,725.45,-0.36
37,"sleep",0.78,14.77,29.41,31.09,15.58,0.64,17.47,-0.33
38,"sleep",0.32,3.96,31.87,30.78,0.11,0.12,0.6,-0.17
30,"nosleep",0.33,14.72,30.16,29.22,22.84,0.38,28.17,-0.34
35,"nosleep",0.51,7.19,32.2,30.56,39.53,0.78,37.84,-0.4
24,"nosleep",0.23,15.59,28.96,28.13,15.88,0.44,21.17,-0.37
30,"sleep",0.31,3.96,29.85,28.81,0,-0.02,0,-0.7
38,"nosleep",0.28,9.6,30.99,29.85,7.13,0.8,8.15,-0.52
39,"nosleep",0.8,14.72,32.72,31.83,184.73,-0.59,167.97,-0.14
38,"sleep",0.59,0.05,33.54,32.47,0.54,0.02,0.28,0.19
34,"sleep",0.86,6.8,33.03,32.01,0.03,0.97,0.02,0
37,"sleep",0.48,9.41,29.59,30.22,0.77,0.04,0.19,-1.03
