"age","tv","sensor1","sensor2","sensor3","sensor5","sensor6","sensor7","sensor8","sensor9"
37,"wtv",0.36,11.39,30.51,32.06,6.79,-0.71,10.49,0.63
37,"wtv",0.36,11.44,30.49,32,1.13,-0.74,0.55,0.75
30,"wtv",0.18,16.02,29.47,28.13,2.5,0.59,6.73,-0.61
38,"wtv",0.25,10.71,31.24,29.73,11.26,0.66,16.2,0.53
31,"wtv",0.74,22.01,32.46,30.84,2.04,0.76,6.8,-0.55
34,"wtv",0.42,7.34,31.65,30.02,1.57,1.03,0.72,-0.42
31,"ntv",0.36,24.13,31.21,30.59,40.54,-0.08,64.06,-0.17
38,"wtv",0.31,8.01,31.71,30.27,0.36,0.92,1.78,0.08
39,"ntv",0.55,55.26,31.73,31.24,1263.3,0.86,456.42,-0.5
30,"ntv",0.43,14.38,31.56,31.1,114.03,0.43,128.28,-0.09
31,"wtv",0.59,21.57,30.82,30.49,29.34,0.86,44.27,-0.68
39,"ntv",0.12,4.34,33.43,31.9,3.39,-0.22,9.28,-0.96
37,"wtv",0.24,10.09,31.99,30.51,2.36,0.4,3.15,-0.19
34,"wtv",0.42,7.53,31.8,30.18,20.95,1.02,11.26,-0.31
25,"wtv",0.93,4.49,33.2,32.16,0.07,-0.03,0.03,-0.76
39,"ntv",1.22,42.81,30.81,29.81,526.72,0.87,448.49,-0.34
32,"ntv",0.04,8.88,31.17,29.9,0.16,0.51,0,-0.04
31,"wtv",0.2,24.18,32.43,31.76,3.9,-0.4,5.9,0.76
32,"ntv",0.08,14.96,33.54,32.71,13.45,0.34,28.74,-0.59
38,"ntv",0.5,1.83,31.47,30.47,0.26,0.49,0.36,-0.48
34,"ntv",1.07,22.78,32.06,31.68,144.1,1.05,43.69,-0.14
34,"wtv",0.43,8.59,30.71,29.21,2.48,1.08,0.18,-0.26
38,"ntv",0.26,0.68,32.08,31.17,0.32,-0.03,0.93,0.03
39,"ntv",0.1,6.66,34.24,34.1,1.29,-0.31,7.38,0.32
39,"ntv",0.91,40.3,28.22,27.75,447.36,0.91,436.89,-0.4
34,"ntv",0.17,23.5,32.05,30.47,16.9,0.98,12.91,-0.16
38,"wtv",0.3,10.57,31.79,30.16,0.07,0.92,0.43,-0.26
36,"ntv",0.58,17.28,27.79,28.51,1.42,0.03,12.04,-0.94
38,"ntv",0.22,4.1,31.91,31.13,0.46,-0.31,0.08,-0.73
38,"wtv",0.27,10.57,32.61,31.76,1.02,0.4,1.47,-0.85
34,"wtv",0.2,5.89,31.83,30.69,1.14,0.19,2.01,-0.9
38,"wtv",0.36,6.85,31.74,30.45,7.09,0.62,7.98,-0.37
39,"ntv",0.37,3.67,33.43,33.34,61.59,-0.01,120.26,-0.27
38,"ntv",0.42,12.84,32.38,32.36,0.11,-0.54,0.3,0.76
32,"ntv",0.2,6.13,32.35,31.65,4.95,-0.19,9.08,-0.33
38,"ntv",0.21,1.98,32.82,31.7,0.25,-0.28,0.42,-0.11
32,"ntv",0.09,19.21,30,28.94,1.54,0.22,1.5,-0.51
32,"ntv",0.08,13.56,32.9,32.39,0.73,-0.31,1.83,0.84
37,"ntv",0.27,3.04,32.89,32.23,0.11,-0.22,0.33,0.17
39,"ntv",0.27,16.36,31.32,30.24,79.89,0.7,159.28,-0.63
35,"wtv",0.51,15.01,31.39,30.33,8.04,0.87,8.15,-0.33
34,"wtv",0.28,15.11,30.95,30.13,60.38,0.67,76.05,-0.37
38,"ntv",0.36,8.74,32.06,31.2,3.1,0.43,5.63,-0.65
31,"wtv",0.6,20.56,31.24,30.97,48.7,0.48,88.22,-1.02
37,"wtv",0.36,11.87,30.46,31.91,2.3,-0.73,3.52,0.79
31,"ntv",0.43,17.47,31.27,29.93,15.71,0.85,20.91,-0.33
36,"ntv",0.57,9.51,29.42,30.67,0.73,-0.14,0.55,-1.04
30,"wtv",0.18,23.7,28.52,27.55,39.93,0.27,63.57,-0.68
35,"wtv",0.43,23.7,30.71,29.3,1.85,0.76,3.8,-0.68
31,"wtv",0.44,24.76,30.77,30.24,4.8,0.73,20.06,-0.9
37,"ntv",0.53,15.06,28.69,29.47,1.81,0.43,1.03,-0.65
37,"wtv",0.28,12.07,30.39,29.18,1.26,0.32,1.55,-0.42
35,"wtv",0.44,7.77,32.13,31.25,0.16,0.4,0.71,0.28
31,"wtv",0.67,30.07,31.09,30.36,9.96,0.88,6.99,-0.57
34,"wtv",0.29,11.63,31.07,30.15,41.58,0.45,54.07,-0.6
38,"ntv",3.2,38.46,31.24,30.18,97.78,0.39,111.18,-0.57
35,"wtv",0.43,14.48,30.59,28.97,0.67,0.94,1.67,-0.4
31,"wtv",0.86,17.28,31.84,30.27,42.55,0.75,42.82,-0.33
35,"wtv",0.43,20.85,30.76,29.41,10.67,1.07,3.96,-0.21
31,"wtv",0.49,21.96,32.7,31.8,0.04,-0.19,0.11,-0.42
39,"ntv",0.44,6.42,33.94,33.83,5.41,0.45,10.03,-0.48
38,"ntv",1.8,41.5,29.7,28.2,1282.6,0.9,657.96,-0.37
37,"ntv",1.01,16.84,29.13,30.92,77.99,0.5,93.47,-0.89
24,"ntv",0.08,3.81,32.15,31.23,9.35,-0.16,0.43,-0.51
30,"ntv",0.19,8.64,29.7,28.35,0.05,-0.7,0.22,0.53
24,"wtv",0.16,5.16,33.26,32.91,3.12,0.56,4.58,-0.41
37,"ntv",0.56,14.53,30.59,31.89,7.62,0.99,15.42,-0.18
37,"ntv",0.29,8.2,29.93,31.05,15.25,0.76,23.9,-0.25
32,"ntv",0.1,2.99,33.99,33.39,0.38,-0.03,0.89,-0.12
38,"wtv",0.26,10.42,31.46,30.27,1.99,0.88,0.37,-0.06
38,"wtv",0.53,7.96,33.16,31.98,4.33,0.59,2.53,-0.25
31,"wtv",0.48,23.41,31.26,30.43,4.55,0.81,4.15,-0.79
34,"wtv",0.24,18.29,30.73,29.08,42.65,0.81,42.9,-0.64
35,"wtv",0.43,13.42,30.64,29.01,0.48,0.93,1.69,-0.39
39,"ntv",0.17,7.48,33.17,32.64,2.87,-0.06,11.89,-1.03
36,"ntv",0.48,6.71,28.93,29.97,3.58,0.05,6.78,-0.91
35,"wtv",0.43,19.69,30.78,29.34,6,0.91,10.2,-0.45
31,"wtv",0.33,24.61,32.05,31.03,17.5,0.67,29.86,-0.51
34,"wtv",0.43,10.81,31.66,30,3.49,0.82,2.05,-0.63
32,"ntv",0.27,15.25,32.43,31.63,2.35,0.03,2.97,-0.51
39,"ntv",0.17,7.48,34.22,34.37,3.6,-0.27,4.3,0.18
37,"ntv",0.35,6.95,31.57,30.69,0.14,-0.04,0.23,0.29
39,"ntv",0.37,20.9,28.59,27.94,168.18,0.92,169.6,-0.09
34,"wtv",0.26,9.31,30.85,29.23,1.25,1.09,1.07,-0.31
30,"ntv",0.31,10.33,30.07,29.26,0,0.52,0,-0.52
35,"wtv",0.2,11.92,31.02,29.41,1.81,0.84,2.45,-0.38
38,"ntv",0.3,3.86,32.58,31.22,15.1,0.14,21.95,-0.11
43,"ntv",4.13,47.34,29.14,28.26,292.73,0.49,177.07,0.15
35,"wtv",0.5,10.47,31.66,30.57,1.48,0.73,3.22,-0.66
31,"wtv",0.45,25.39,30.95,30.17,9.75,0.58,14.56,-0.62
34,"wtv",0.46,3.72,32.37,31.04,13.8,1.06,6.67,-0.34
38,"ntv",0.21,9.65,31.92,30.84,0.84,0.25,0.53,0.03
38,"wtv",0.33,11.44,32.09,31.13,4.77,0.91,4.86,-0.14
24,"ntv",0.24,11.78,31.9,31.75,0.47,-0.76,8.67,0.36
37,"wtv",0.39,10.04,30.82,31.99,121.88,0.68,126.6,-0.42
35,"wtv",0.21,13.85,30.95,29.61,13.85,0.83,12.47,-0.26
34,"ntv",0.05,23.02,29.69,28.7,12.19,0.77,13.75,-0.65
32,"ntv",0.11,20.85,31.57,30.88,0.8,0.51,1.02,0.14
37,"ntv",0.24,6.42,31.47,30.67,0.06,-0.35,0.1,-0.29
35,"wtv",0.44,7.77,32.14,31.25,0.87,0.41,0.66,0.26
38,"wtv",0.5,9.41,32.65,31.72,0.45,0.34,0.73,-0.26
38,"ntv",0.75,86.77,28.59,28.92,1371.2,0.93,750.22,-0.31
36,"ntv",0.77,3.23,30.41,30.89,0.98,0.09,1.63,-0.75
35,"ntv",0.23,19.88,28.62,26.4,17.1,1.01,8.98,-0.2
32,"ntv",0.26,18.82,32.7,31.79,0.63,-0.01,1.38,-0.7
39,"ntv",0.2,2.03,34.41,33.17,12.06,-0.24,16.7,-0.78
31,"wtv",0.27,26.4,32.41,31.16,1.57,0.88,6.02,-0.42
36,"ntv",0.59,13.71,31.46,33.1,95.18,0.4,60.52,-0.37
37,"wtv",0.33,10.76,28.93,30.27,7.73,0.88,8.94,-0.48
39,"ntv",0.39,7,33.57,33.45,1.18,-0.31,3.88,0.23
34,"ntv",0.18,32.96,31.76,30.15,163.78,1.02,85.37,-0.12
25,"wtv",0.98,3.38,33.58,32.66,0,0.06,0,-0.7
37,"wtv",0.24,11.05,31.92,30.51,7.95,0.7,9.19,-0.16
35,"wtv",0.43,10.81,31.77,30.56,35.02,1.04,38.42,-0.23
34,"ntv",0.61,16.12,31.46,30.31,0.25,-0.28,2.22,-0.5
30,"wtv",0.29,14.19,30.59,29.58,13.24,0.78,27.8,-0.59
35,"wtv",0.29,12.36,30.73,29.19,14.46,1.15,8.1,-0.09
35,"wtv",0.29,7.67,30.95,29.45,12.54,1.06,9.52,-0.36
38,"ntv",0,0,0,-273.15,11.5,-0.09,13.29,0.65
31,"ntv",0.23,30.07,32.85,31.55,20.13,0.88,20.18,-0.3
24,"ntv",0.17,23.79,26.98,26.53,16.06,0.55,30.19,-0.69
34,"wtv",0.37,12.6,31.65,30.67,1.31,1.01,1.54,-0.43
30,"ntv",0.28,2.27,30.64,29.71,0,-0.07,0.04,-0.44
35,"wtv",0.42,19.74,31.58,30.43,10.76,-0.4,13.74,0.53
35,"wtv",0.28,15.73,28.82,26.86,3.25,1.15,3.65,-0.08
35,"wtv",0.28,11.97,30.46,28.99,9.5,1.08,7.18,-0.14
37,"wtv",0.39,10.62,31.16,32.47,3.2,-0.75,8.44,0.77
36,"ntv",1.01,17.23,30.72,31.97,3.54,0.46,10.31,-0.92
34,"ntv",0.21,10.57,29.82,28.63,27.57,0.93,25.92,-0.26
32,"ntv",0.05,20.41,29.27,28.19,2.99,0.37,3.88,-0.69
32,"ntv",0.08,14,30.89,30.08,1.78,0.48,2.17,0.19
37,"wtv",0.24,10.52,32.06,30.51,0.5,0.34,1.07,-0.35
37,"ntv",0.51,2.17,29.72,30.29,1.25,-0.11,1.34,-1.04
38,"ntv",0.23,7.43,32.26,31.43,0.05,0.28,0.54,-1
38,"ntv",0.28,14.67,32.08,31.19,0.49,0.02,0.85,-0.18
31,"ntv",0.27,16.36,29.75,28.9,12.68,0.96,24.65,-0.43
37,"ntv",0.4,7.38,30.33,30.98,4.18,-0.1,1.04,-0.8
38,"wtv",0.41,18.39,32.36,31.59,117.39,0.74,105.65,-0.11
37,"ntv",0.45,10.76,29.15,30.33,0.26,0.18,0.19,-0.71
30,"wtv",0.18,17.81,29.55,28.26,15.94,0.52,27.38,-0.67
34,"wtv",0.26,18.05,30.33,29.23,8.59,0.91,6.34,-0.18
34,"ntv",1.92,15.64,29.81,28.53,158.89,1.02,105.46,-0.17
34,"wtv",0.52,10.86,32.08,31.14,3.28,1.03,11.49,-0.25
35,"wtv",0.28,3.43,31.12,29.63,34.23,0.97,33.26,0.04
31,"ntv",0.24,17.86,31.82,30.98,7.95,0.38,15.98,-0.5
34,"wtv",0.39,10.23,31.61,30,15.6,1.06,11.95,-0.13
32,"ntv",0.05,21.14,32.44,32.15,0.13,-0.1,0.03,0.95
31,"ntv",2.1,13.95,29.57,29.05,0.81,-0.18,8.78,-0.26
34,"wtv",0.21,11.82,32.11,30.99,18.31,0.84,16.99,-0.56
34,"wtv",0.43,16.17,30.71,29.35,11.63,0.77,15.01,-0.53
37,"ntv",0.31,9.31,32.58,32.55,0.08,-0.12,0.28,-0.25
34,"wtv",0.37,13.18,31.89,30.87,4.42,0.37,4.78,-0.78
32,"ntv",0.21,5.26,33.38,32.51,3.18,0.16,8.52,-0.79
30,"ntv",0.33,0.77,31.5,30.6,0,0.16,0,-0.53
31,"ntv",0.09,21.28,30.83,30.42,0.88,-0.16,1.14,0.09
30,"wtv",0.32,13.13,30.88,30.01,37.19,0.67,57.7,-0.68
34,"wtv",0.29,14.04,31.19,30.09,45.46,1.03,31.44,-0.34
35,"wtv",0.43,8.3,32.14,31.29,0.26,0.47,0.29,0.17
32,"ntv",0.26,2.7,33.99,33.56,1.1,0.3,0.7,-0.48
35,"wtv",0.43,9.41,31.83,30.59,0.42,0.46,0.26,0.14
31,"ntv",0.28,15.49,32.41,30.97,24.89,0.86,39.77,-0.62
32,"ntv",0.07,3.38,33.82,32.86,0,-0.31,0,0.68
35,"wtv",0.49,11.78,31.7,30.59,46.95,1.06,41.25,-0.26
38,"wtv",0.27,6.32,32.43,31.69,0.1,0.63,0.19,-0.42
35,"ntv",0.25,-0.97,33.21,31.57,55.14,0.93,11.67,-0.2
38,"wtv",0.53,7.09,33.16,31.98,7.07,0.32,6.21,-0.02
37,"ntv",0.39,13.56,29.1,29.5,1.07,0.45,0.45,-0.9
38,"ntv",0.38,10.91,30.8,29.67,0.27,0.03,0.42,-0.78
39,"ntv",0.87,14.77,32.7,31.74,104.91,0.9,84.97,-0.14
38,"ntv",0.27,3.09,33.26,32.81,0.48,-0.26,0.49,0.61
30,"ntv",1.03,12.45,29.34,28.54,2.52,-0.19,4.19,-0.16
38,"wtv",0.31,9.46,31.72,30.27,7.8,0.87,7.46,0
35,"ntv",0.36,8.35,32.1,30.76,35.79,0.74,47.85,-0.26
39,"ntv",0.21,0.29,34.57,33.93,4,0.16,7.63,-0.95
30,"ntv",0.35,12.93,31.03,31.15,0,-1.05,0.02,0.04
36,"wtv",0.73,15.54,29.41,30.71,20.18,0.78,30.93,-0.52
32,"ntv",0.76,1.88,33.8,33.1,0.53,-0.05,1.07,-0.43
34,"wtv",0.29,18.73,30.46,29.34,0.06,0.62,0.35,-0.68
37,"wtv",0.22,12.93,30.53,29.15,0.05,0.92,0.44,0.06
35,"wtv",0.43,24.95,30.27,28.79,0.56,0.72,0.15,-0.7
30,"wtv",0.18,18.05,29.39,28.1,0.16,0.68,0.05,-0.53
46,"ntv",1.61,32.14,30.37,28.49,137.56,0.91,128.4,0.42
39,"ntv",0.18,7,33.79,32.81,6.05,-0.05,9.29,-0.72
38,"wtv",0.53,2.65,32.31,31.13,4.27,0.42,4.75,0.21
34,"wtv",0.42,13.13,31.53,30.09,6.66,1.14,7.17,-0.11
31,"wtv",0.34,23.21,32.1,31.01,19.11,0.06,21.15,0
38,"wtv",0.38,10.96,32.4,31.39,0,0.05,1.25,0.57
38,"ntv",0.25,0.87,32.78,31.8,0.2,-0.03,0.28,-0.12
37,"ntv",0.36,12.36,30.03,31.2,35.25,0.5,28.81,-0.45
30,"ntv",0.35,1.69,31.62,31.3,0.07,-0.27,0.04,-0.04
37,"wtv",0.24,11.97,30.57,29.17,0.09,0.8,0.4,-0.08
37,"ntv",0.98,22.49,31.8,33.71,200.11,0.8,198.73,-0.1
31,"wtv",0.33,25,32.07,31.03,6.23,0.73,10.83,-0.58
38,"wtv",0.33,10.52,31.62,30.2,9.33,0.84,9.56,-0.09
38,"wtv",0.35,8.74,32.28,31.67,0.13,0.04,0.37,0.32
38,"wtv",0.51,10.28,32.61,31.74,0.28,0.45,0.92,-0.23
34,"ntv",1.43,23.26,30.88,29.78,172.04,1.05,126.39,-0.29
38,"ntv",0.32,11.97,30.39,29.51,28.56,0.85,24.16,-0.37
39,"ntv",0.28,3.86,34.12,33.21,5.12,0.07,5.22,-0.15
32,"ntv",0.19,17.42,31.14,31.13,0.85,-0.1,0.88,0.95
38,"wtv",0.34,9.85,31.66,30.2,2.5,0.71,1.3,-0.11
31,"wtv",0.04,15.4,32.94,32.84,0,0.19,0,-0.5
34,"wtv",0.36,13.32,31.1,30.02,162.11,1.01,165.66,-0.22
35,"wtv",0.19,31.03,28.26,26.92,5.62,-0.77,8.5,0.67
34,"wtv",1.45,12.74,32.65,32.16,176.61,0.93,140.72,-0.2
37,"ntv",0.35,13.56,30.47,32,8.05,0.95,5.07,-0.31
38,"ntv",0.36,11.82,31.86,31.13,0.32,-0.4,0.38,0.72
30,"wtv",0.33,20.37,29.92,28.87,13.78,-0.19,19.55,-0.15
37,"ntv",0.36,12.89,28.9,30.2,12.39,0.83,11.92,-0.58
30,"wtv",0.32,13.75,30.83,29.99,11.41,0.61,16.82,-0.76
31,"wtv",0.58,22.59,32.43,30.75,6.88,-0.68,18.39,-0.34
34,"ntv",0.51,-2.99,32.84,32.01,0.16,0.51,0.12,1.15
30,"ntv",0.49,-1.16,32.57,31.57,0.09,-0.05,0.02,0.08
37,"ntv",0.36,5.65,28.66,28.88,2.51,-0.2,0.68,-0.8
38,"wtv",0.34,12.02,32.11,31.52,13.92,-0.28,20.61,-0.85
34,"wtv",0.18,10.09,31.34,30.28,30.39,1.12,19.73,-0.13
39,"ntv",0.55,16.07,30.53,29.43,89.58,0.99,59.26,-0.03
31,"ntv",0.31,-0.34,31.48,30.3,8.75,-0.01,14.1,-0.06
31,"ntv",0.24,19.21,31.8,30.64,16.75,0.67,24.12,-0.5
30,"wtv",0.18,17.23,29.44,28.13,18.79,-0.42,24.38,-0.71
34,"wtv",0.26,12.07,30.63,29.37,0.61,0.7,0.29,-0.31
36,"ntv",0.73,7.48,31.68,33.31,71.08,0.46,52.06,-0.79
37,"wtv",0.4,6.08,31.16,32.28,3.67,0.31,6.28,-0.72
31,"wtv",0.59,19.21,31.21,30.95,17.76,0.8,31.32,-0.69
30,"ntv",0.4,1.98,30.16,28.94,0,0.1,0,-0.6
30,"ntv",0.19,13.8,30.07,29.02,9.33,0.71,6.55,-0.57
32,"ntv",0.2,0.43,34.65,34.17,0,0.07,0.05,-0.27
32,"ntv",0.13,17.62,31.48,30.61,2.86,0.56,7.17,-0.63
31,"wtv",0.46,24.56,32.97,31.95,0.58,0.95,0.5,-0.26
37,"wtv",0.17,15.06,29.39,30.71,2.5,0.82,5.63,-0.4
32,"ntv",0.11,20.46,29.94,29.16,2.16,-0.08,1.5,0.75
34,"wtv",0.23,26.35,30.01,28.75,26.5,0.39,25.41,-0.55
37,"ntv",0.25,19.88,27.82,28.67,0.5,0.34,1.28,-0.55
37,"ntv",0.57,10.04,30.77,31.77,4.59,0.05,4.84,-0.8
32,"ntv",0.23,19.16,29.16,28.58,46.52,0.62,46.49,-0.55
30,"ntv",0.41,-0.48,32.76,32.2,0.02,-0.09,0,-0.3
37,"wtv",0.39,13.37,30.89,32.5,0.36,-0.88,0.62,0.37
36,"wtv",0.69,11.53,29.73,31.27,0.69,-0.77,1.64,0.64
36,"wtv",0.72,13.08,29.5,30.82,15.75,-0.06,30.15,-0.88
38,"ntv",0.21,15.97,29.44,28.17,58.67,0.13,87.61,-0.19
34,"wtv",0.28,13.22,31.3,30.13,99.36,0.86,77.73,-0.37
34,"ntv",0.45,15.35,32.43,31.34,26.8,0.65,19.09,-0.46
34,"wtv",0.21,18.05,31.83,30.93,117.25,0.84,83.38,-0.44
31,"wtv",0.45,25.34,30.95,30.19,11.19,0.88,14.51,-0.47
31,"ntv",0.28,16.07,31.1,29.91,38.33,0.91,68.14,-0.5
38,"wtv",0.26,10.76,31.41,30.23,8.57,0.91,8.88,-0.05
38,"ntv",0.43,4.25,32.41,31.17,4.82,-0.08,8.35,-0.11
38,"wtv",0.52,15.25,32.51,31.8,9.3,0.91,12.71,-0.28
39,"ntv",0.12,2.08,32.87,31.98,5.24,0.65,11.39,-0.32
35,"wtv",0.29,12.36,30.73,29.19,14.46,1.15,8.1,-0.09
36,"ntv",0.36,2.27,30.01,30.29,1.44,-0.04,1.15,-0.8
37,"ntv",0.53,6.32,30.18,31.55,2.78,-0.07,5.53,-0.95
39,"ntv",0.17,3.62,34.18,34.37,1.5,-0.37,4.09,0.61
32,"ntv",0.25,4.97,32.87,32.1,7.76,0.52,14.1,-0.38
31,"wtv",0.58,25.53,31.17,30.49,5.63,-0.75,10.51,-0.18
37,"wtv",0.4,10.67,29.23,31.05,5.05,-0.04,6.34,-0.97
35,"wtv",0.52,7.43,31.68,30.33,0.39,0.1,0.15,-0.9
31,"wtv",0.37,20.99,32.24,30.62,33.24,0.77,56.75,-0.5
37,"wtv",0.21,9.7,31.13,29.94,13.96,0.61,15.21,-0.02
34,"ntv",0.6,10.04,32.61,31.72,51.36,0.88,54.27,-0.53
38,"wtv",0.27,9.8,32.63,31.76,0.25,0.4,1.72,-0.82
32,"ntv",0.34,12.55,32.57,31.48,0.95,0.59,0.81,-0.38
38,"wtv",0.31,6.8,31.86,30.31,0.57,0.95,2.17,0.02
38,"ntv",0.37,4.97,31.62,31.09,0.4,-0.27,0.62,0.36
30,"ntv",0.53,7.05,32.13,31.36,1.86,-0.1,1.9,-0.57
25,"wtv",0.9,9.46,32.27,31.23,8.04,-0.09,9.02,-0.8
38,"wtv",0.57,3.67,32.46,31.3,3.49,0.7,1.1,-0.36
38,"ntv",0.4,4.44,31.82,30.74,0.24,0.49,0.99,-0.46
37,"wtv",0.44,8.16,31.09,32.17,0.07,-0.18,0.62,-1.03
39,"ntv",0.13,2.03,34.6,34,1.01,-0.13,6.57,-0.65
35,"wtv",0.54,10.18,31.59,30.56,14.31,0.93,13.61,-0.45
35,"wtv",0.25,17.23,31,29.54,3.23,-0.9,4.82,0.58
34,"wtv",0.42,18.05,31.61,30.8,61.31,0.78,43.13,-0.38
39,"ntv",0.31,6.13,33.58,32.37,4.9,0.9,12,-0.22
31,"ntv",0.06,22.59,30.98,29.5,0.96,0.32,2.01,0.04
34,"ntv",0.51,6.56,32.46,31.55,8.57,0.39,9.12,0.08
29,"ntv",0.58,3.57,30.57,29.22,0.09,0.81,0.32,-0.61
35,"ntv",0.47,13.95,30.86,29.61,29.5,0.95,20.1,-0.42
35,"wtv",0.28,9.6,30.88,29.35,9.97,1.11,6.91,-0.05
37,"wtv",0.3,11.78,28.71,30.11,7.67,0.96,7.45,-0.13
32,"ntv",0.09,15.59,32.29,31.62,3.98,0.53,7.98,-0.81
37,"ntv",0.28,11.78,34.28,33.59,2.55,0.28,5.03,-0.52
36,"ntv",0.42,6.9,29.05,29.29,0.47,0.46,0.81,-0.86
25,"wtv",0.89,11.29,31.83,30.58,0,0.4,0.02,-0.58
32,"ntv",0.22,2.94,33.39,32.75,0.17,0.03,0.12,0.21
38,"wtv",0.31,11.78,30.62,29.74,2.67,0.85,4.57,-0.28
30,"wtv",0.3,14.24,30.8,29.86,27.49,0.59,41.71,-0.74
37,"wtv",0.44,7.67,31.26,32.34,8.15,-0.33,18.52,-0.94
35,"wtv",0.43,19.98,30.9,29.08,37.18,0.98,18.01,0.15
35,"wtv",0.43,16.94,31.94,31.14,10.17,-0.78,9.27,0.67
38,"ntv",0.26,13.66,32.28,31.82,51.82,0.84,47.26,-0.37
31,"ntv",0.42,23.31,31.68,30.88,18.39,0.38,25.11,-0.4
34,"ntv",0.17,8.01,30.51,28.79,45.83,0.79,10.16,-0.15
37,"wtv",0.24,11.78,30.57,29.24,0.09,0.8,0.31,-0.08
37,"ntv",0.26,3.76,32.78,31.87,0.13,0.11,0.52,-0.19
36,"ntv",0.55,7.72,30.43,30.92,28.2,-0.11,41.93,-0.63
31,"wtv",0.26,22.01,32.44,31.67,3.59,0.7,2.99,-0.14
32,"ntv",0.25,15.06,32.9,31.92,1.74,0.57,1.55,-0.29
30,"wtv",0.27,16.17,29.85,28.94,4.04,0.06,9.56,-0.92
30,"wtv",0.32,10.23,31.1,30.18,29.26,0.65,53.33,-0.67
35,"wtv",0.27,11.78,31.07,29.56,0.47,-0.93,0.11,0.49
38,"ntv",0.34,57.67,29.28,27.92,1534,0.95,506.68,-0.09
36,"ntv",0.59,19.69,29.98,30.87,0.2,0.41,2.84,-0.38
34,"ntv",0.12,-3.47,32.87,31.14,0.04,-0.12,0.07,-0.11
32,"ntv",0.1,14.04,32.28,30.98,0.05,0.46,0.08,-0.75
31,"ntv",0.26,13.47,32.32,31.92,2.85,-0.56,3.94,-0.65
38,"wtv",0.28,8.35,31.08,29.82,9.09,0.47,10.38,-0.59
34,"wtv",0.44,15.15,31.75,30.91,1.95,0.84,4.73,-0.5
34,"wtv",0.32,12.74,31.82,30.78,54.47,0.28,57.19,-0.59
38,"ntv",1.52,30.84,29.57,28.22,1334.6,0.91,711.36,-0.39
30,"wtv",0.18,23.84,28.89,27.99,4.35,-0.69,8.04,-0.09
31,"ntv",0.14,29.63,31.39,30.13,76.62,0.79,58.11,-0.52
36,"ntv",0.9,7.24,29.08,30.4,44.95,0.48,30.37,-0.44
24,"wtv",0.07,11.82,31.89,31.26,6.87,-0.74,8.94,-0.2
31,"wtv",0.55,23.5,31.12,30.49,3.46,0.95,13.12,-0.47
30,"ntv",0.32,10.81,28.81,27.44,0,0.49,0,0.26
37,"wtv",0.44,9.8,30.86,31.89,5.56,0.95,5.34,-0.22
35,"ntv",0.08,15.06,30.86,30,3.75,0.81,6.22,-0.16
31,"wtv",0.49,22.44,31.29,30.43,46.12,0.79,58.97,-0.73
37,"wtv",0.37,12.02,29.24,31,19.62,0.85,25.49,-0.54
34,"ntv",0.12,5.55,29.35,27.93,1.94,-0.06,1.76,-0.02
32,"ntv",0.13,17.37,32.48,31.51,3.81,0.5,11.59,-0.84
39,"ntv",0.51,73.11,26.84,28.26,762.3,0.88,513.37,-0.28
31,"ntv",0.24,14.86,32.24,32.13,0.95,-0.33,1.81,0.73
37,"wtv",0.24,11.68,31.76,30.52,0.63,0.47,1.29,-0.47
25,"wtv",0.93,5.16,32.89,31.83,0.08,-0.04,0.02,-0.77
38,"wtv",0.27,12.11,32.89,31.96,2.16,0.86,4.27,-0.11
35,"wtv",0.47,3.23,31.94,30.56,3.65,1.12,3.72,-0.21
38,"wtv",0.41,11.97,30.91,29.91,3.37,0.86,4.81,-0.23
35,"wtv",0.43,15.15,30.93,29.19,17.29,0.84,17.08,-0.31
37,"wtv",0.27,11.97,32.14,31.09,9.58,0.89,9.58,-0.06
30,"wtv",0.3,12.69,30.83,29.88,4.32,0.68,5.6,-0.7
32,"ntv",0.08,10.47,33,31.79,0,-0.08,0,-0.45
38,"wtv",0.47,6.27,32.09,30.93,5.43,0.45,8.09,-0.55
39,"ntv",0.15,5.31,34.05,32.68,1.28,0.11,5.99,-0.84
37,"ntv",0.36,5.41,31.17,31.86,12.41,-0.03,16.11,-0.82
38,"wtv",0.53,10.96,32.99,31.98,2.03,0.8,1.29,-0.29
36,"ntv",0.58,17.08,27.87,28.58,1.83,0.03,10.75,-0.94
38,"wtv",0.25,15.97,30.53,29.38,2.45,0.8,4.48,0.43
37,"wtv",0.38,10.52,30.57,31.77,14.96,0.79,18.4,-0.06
31,"ntv",0.24,10.57,30.3,29.6,4.47,0.81,9.36,0.08
34,"wtv",0.52,11.15,31.78,31,4.23,1.06,4.55,-0.33
38,"ntv",0.29,3.14,32.94,32.36,0.23,-0.14,0.23,0.12
38,"ntv",0.2,19.26,29.49,28.13,0.29,0.91,1.4,-0.28
37,"ntv",0.32,11.39,30.11,31.44,9.9,0.94,18.28,-0.25
38,"wtv",0.59,3.96,32.53,31.44,5.05,0.55,4.54,-0.52
34,"wtv",1.29,9.31,32.51,31.95,14.97,0.73,12.12,-0.49
37,"ntv",0.36,2.75,33.02,32.32,0.16,-0.21,0.33,0.12
31,"wtv",0.82,20.08,31.65,30.16,10.11,0.8,10.78,-0.11
24,"wtv",0.07,10.57,31.92,31.19,16.68,-0.61,29.87,-0.29
