age,sensor1,sensor2,sensor3,sensor5,sensor6,sensor7,sensor8,sensor9,gender
35,18.127,25.867,32.249,32.836,100.2,0.72173,162.9,-0.37781,F
30,0.12428,12.934,28.362,26.803,4.8847,0.41966,9.1767,-0.61059,M
36,1.3848,34.023,32.699,32.414,115.5,0.75462,172.63,-0.25709,M
26,1.7843,26.977,30.144,28.849,135.68,0.74481,167.98,-0.37492,M
36,0.90545,34.216,32.648,32.075,123.38,0.74363,185.65,-0.36957,M
37,5.7523,34.072,33.793,33.056,173.29,0.82424,169.99,-0.1584,M
52,8.1224,15.25,34.678,34.468,56.471,0.53204,111.63,-0.36778,F
53,4.2254,9.8933,34.795,35.347,65.529,0.89426,68.704,-0.062275,F
53,6.853,26.495,35.005,34.575,93.988,0.83845,116.92,-0.094016,F
39,4.0301,-3.7643,34.088,34.856,7.5389,0.808,15.868,0,F
39,2.6276,11.003,32.423,31.81,104.41,0.79357,89.86,-0.33364,F
53,9.1699,16.264,32.628,33.091,90.117,0.74307,122.77,-0.50443,F
49,6.2405,20.124,27.184,26.854,77.778,0.2293,94.903,-0.46523,F
30,18.162,9.1694,31.732,31.202,218.05,0.81698,167.36,-0.30401,M
30,18.144,27.556,32.901,32.158,154.05,0.54334,257.57,-0.68175,M
33,3.5242,25.771,31.189,30.059,92.874,0.79774,87.536,-0.36778,M
39,5.4327,33.396,33.318,32.777,119.73,0.69989,124.96,-0.44043,M
36,8.0425,26.253,31.592,32.014,229.58,0.73018,261.34,0.036443,M
53,5.0865,10.279,34.209,34.24,34.842,0.75286,45.332,-0.40662,F
53,8.1668,5.5982,32.746,32.582,28.846,0.91719,58.329,-0.43592,F
35,17.594,24.854,32.501,33.352,89.964,0.60437,121.82,-0.66858,F
54,0.24855,12.306,32.926,32.565,31.789,0.4227,38.408,-0.71097,F
56,2.1749,39.525,30.886,30.47,77.483,0.5818,80.46,-0.31796,F
53,4.3408,12.789,32.73,32.952,29.872,0.2973,33.333,-0.80747,F
36,0.64802,15.347,32.062,31.921,64.256,0.94267,61.305,-0.21866,M
30,4.7048,23.551,32.501,32.127,139.12,0.7495,141.8,-0.42639,M
39,2.0772,14.14,28.772,28.652,136.21,0.68896,151.72,-0.49649,F
31,6.0008,33.444,32.072,31.314,165.52,0.77127,213.52,-0.24995,M
30,1.8109,3.3782,31.793,30.976,134.2,0.91562,160,-0.31341,M
34,5.0244,36.871,30.017,29.345,139.61,0.80591,184.58,-0.36957,F
54,0.47048,17.856,33.687,33.348,64.476,0.67129,61.823,-0.4999,F
56,3.0359,33.927,31.607,31.445,112.22,0.83793,102.9,-0.15992,F
33,7.0394,20.945,31.741,30.967,139.82,0.68407,111.79,-0.43959,M
30,6.6666,21.669,32.046,30.449,128.42,0.88848,104.29,-0.24281,M
35,14.079,35.857,30.613,30.467,59.033,0.8242,78.652,-0.28566,F
33,6.2494,18.725,30.868,30.229,130.67,0.90955,140.29,-0.41394,M
52,7.1726,4.1986,33.532,32.909,72.589,0.46419,118.75,-0.42134,F
26,6.4535,13.754,32.094,31.115,172.99,0.77433,193.42,-0.20654,M
39,4.3231,37.788,32.964,32.647,134.08,0.74608,138,-0.36316,M
35,10.572,10.665,33.245,33.259,18.809,1.0384,25.994,-0.17956,F
56,0.60363,16.988,31.513,30.84,1.7051,0.77505,2.1281,-0.29637,F
43,7.9182,22.779,33.809,32.937,97.84,0.53701,109.87,-0.3535,M
56,3.0537,35.133,31.591,31.445,77.757,0.743,84.444,0.033667,F
53,11.975,30.114,35.403,35.341,76.36,0.69634,111.75,-0.57538,F
53,13.635,13.078,34.388,34.979,21.569,0.79402,36.34,-0.40932,F
54,0.17754,14.864,32.832,32.24,191.39,0.89044,137.17,-0.45424,F
43,7.0305,18.097,33.28,32.523,125.6,0.84995,133.96,-0.26897,M
35,16.174,19.931,33.946,33.693,51.622,0.84983,61.477,-0.30351,F
54,0.85219,28.377,33.4,33.165,61.492,0.8645,99.942,-0.34094,F
49,1.5801,29.294,31.722,30.745,54.105,0.44595,57.911,-0.49862,F
39,3.0093,28.329,32.379,32.24,94.937,0.80648,84.801,-0.45588,M
34,7.0927,34.265,30.295,29.708,126.16,0.81323,168.06,-0.3535,F
36,2.3613,34.12,32.733,32.169,106.26,0.76195,131.23,-0.45393,M
53,3.391,17.229,33.309,32.7,87.279,0.64987,138.19,-0.25709,F
43,0.19529,15.443,32.019,31.279,140.28,0.84995,96.363,-0.54562,M
54,0.38171,22.489,33.377,32.871,1.1283,0.61773,3.0779,-0.61773,F
34,5.7345,14.381,30.509,29.4,78.074,0.55681,68.266,-0.4941,F
53,5.4061,31.948,34.729,34.347,123.38,0.78516,119.7,-0.4964,F
36,1.2073,32.045,32.411,31.981,160.47,0.73264,194.58,-0.50213,M
54,0.55037,17.47,33.874,33.445,71.951,0.59098,83.646,-0.56932,F
33,4.2787,30.307,33.338,32.637,85.495,0.73319,153.68,-0.43767,M
36,18.224,44.496,33.755,35.326,79.378,0.54735,119.43,-0.58789,M
53,3.7638,2.0752,34.246,33.908,4.9706,-0.039679,10.379,-1.0605,F
32,0.90545,34.313,31.453,30.779,165.87,0.79169,190.05,-0.51315,M
31,13.963,21.476,32.884,32.066,175.8,0.78228,285.8,-0.27775,M
53,11.904,3.1852,34.353,34.724,16.685,0.77951,17.459,-0.48002,F
36,18.26,6.8529,31.753,30.654,93.112,0.4121,144.62,-0.66772,M
53,8.1934,5.1156,33.789,33.168,95.135,0.60239,131.56,-0.63948,F
53,5.77,7.7216,32.696,32.536,43.74,0.76864,55.459,-0.56188,F
26,0.83443,24.323,32.712,31.868,207.12,0.64174,228.93,-0.37583,M
30,7.794,29.246,32.029,30.486,30.405,0.78262,31.108,-0.23567,M
35,12.943,21.862,32.283,33.066,111.04,0.63704,144.22,-0.6247,F
53,13.04,24.468,35.368,35.206,171.19,0.87043,193.2,0.090255,F
48,3.9325,28.232,33.245,33.05,178.26,0.8995,173.43,-0.12561,M
26,9.1965,15.733,33.533,32.695,111.87,0.73741,94.646,-0.33045,M
34,4.4474,22.2,29.866,29.405,118.5,0.86653,124.03,-0.38327,F
53,8.584,29.776,35.542,35.322,208.78,0.79582,240.46,-0.18427,F
53,9.8978,10.714,32.662,32.142,95.601,0.80127,141.07,-0.43536,F
30,3.6839,17.856,33.287,33.107,105.76,0.91949,102.94,-0.30248,M
49,0.94096,22.875,31.7,30.915,56.224,0.672,69.961,0.46296,F
32,2.0151,26.205,33.077,32.643,28.733,0.69227,40.158,-0.56636,M
35,4.4651,16.939,32.78,32.7,8.8839,0.54989,6.4201,-0.72128,F
35,17.772,23.117,31.124,31.621,46.708,0.56636,71.111,-0.66473,F
37,2.2104,29.921,31.535,32.019,151.85,0.77806,189.66,-0.41725,M
36,4.5272,18.821,30.514,29.99,112.52,0.80519,163.42,-0.41713,M
36,1.731,29.294,30.976,29.854,102.91,0.52704,142.27,-0.58349,M
43,0.89657,30.404,31.936,31.169,125.02,0.79586,97.789,-0.41498,M
32,2.9294,26.881,33.104,32.791,143.23,0.92727,197.15,-0.17299,M
54,0.79893,27.026,32.56,31.835,27.162,0.87125,52.829,-0.19996,F
36,2.1038,20.848,33.201,33.107,12.382,0.27044,18.867,-0.90379,M
26,1.8908,19.497,32.811,31.85,76.68,0.82979,45.182,-0.25776,M
53,8.3532,23.889,32.339,32.029,17.363,0.60548,20.551,-0.77026,F
53,4.9267,26.688,33.98,33.367,4.3337,0.34395,7.9931,-0.6667,F
36,0.71016,33.927,31.626,31.605,29.358,0.054087,40.962,-0.80904,M
53,11.842,8.542,33.336,33.849,176.99,0.66732,196.86,-0.58387,F
26,0.44385,24.42,32.594,31.923,98.11,0.84477,90.183,-0.24187,M
35,18.065,41.89,31.353,31.097,28.754,0.66878,42.431,-0.53117,F
36,15.339,25.192,31.573,31.432,76.199,0.202,102.84,-0.84602,M
53,0.45272,19.69,30.073,29.159,68.861,0.54275,107.88,-0.41063,F
54,0.50599,27.605,33.296,32.917,75.078,0.014,111.5,-0.65676,F
36,6.0275,17.132,29.484,29.181,12.824,0.64416,12.86,-0.72467,M
53,6.3115,25.047,32.036,31.452,12.113,0.22116,11.919,-0.88189,F
53,3.9591,12.065,31.306,31.245,98.991,0.55911,146.3,-0.58784,F
35,16.05,17.856,33.48,32.568,77.881,0.77841,91.624,-0.33208,F
53,3.6839,16.65,34.541,34.214,185.5,0.86332,162.69,-0.13914,F
35,16.316,17.036,31.656,31.455,34.938,0.21726,36.023,-1.0063,F
34,8.5929,34.072,31.236,30.568,67.099,0.61542,81.703,-0.5423,F
42,4.5095,27.605,32.296,31.854,164.75,0.77806,138.04,-0.38248,M
34,0.12428,19.98,27.384,26.675,6.7366,0.67403,4.7803,-0.4017,F
28,7.288,17.325,33.555,33.581,150.57,0.82069,195.6,-0.10817,M
53,8.4952,17.904,35.612,35.226,250.89,0.87753,230.64,0.030085,F
53,4.909,14.816,33.125,33.117,10.88,0.58471,25.181,-0.68868,F
33,1.7843,23.165,31.566,31.47,91.735,0.6195,114.25,-0.60292,M
53,13.555,17.711,33.26,34.257,67.147,0.36982,98.18,-0.66607,F
54,0.43497,17.132,33.377,32.89,108.1,0.60702,95.052,-0.45348,F
35,17.869,43.627,30.586,30.376,82.207,0.78343,115.17,-0.4579,F
25,3.8792,6.6116,33.449,31.88,94.093,0.707,111.3,-0.49862,M
39,3.6839,34.988,32.763,32.092,131.05,0.81714,136.92,-0.43656,M
26,10.058,22.682,32.922,32.379,119.06,0.66899,145.44,-0.41114,M
39,3.755,16.119,32.998,33,112.58,0.75319,202.64,-0.54087,M
33,1.8553,19.594,32.029,31.601,57.183,0.94012,64.868,-0.35899,M
30,18.153,41.6,32.102,31.682,709.02,0.671,339.61,-0.66913,M
36,16.973,26.157,34.219,34.822,125.64,0.7222,240.69,-0.54946,M
39,4.4474,36.002,32.897,32.87,113.9,0.50449,109.91,-0.48679,M
31,13.981,22.393,33.152,32.287,60.062,0.69391,81.229,-0.57233,M
33,2.3169,25.481,33.27,32.711,116.96,0.66118,149.13,-0.48817,M
53,4.2077,15.733,34.832,35.261,55.454,0.80127,83.299,-0.26047,F
36,2.6009,14.478,30.783,30.416,63.603,0.78556,80.849,-0.51965,M
36,1.0652,21.476,31.978,31.698,21.102,0.55246,25.627,-0.39359,M
35,15.135,16.553,32.199,31.19,90.507,0.81018,105.85,-0.23078,F
33,0.3462,21.138,30.01,28.885,54.057,0.82042,51.636,-0.14283,M
30,2.814,27.363,29.781,30.602,104.19,0.96231,156.07,-0.10605,M
39,1.0208,24.371,30.672,29.707,134.95,0.61682,152.7,-0.52429,F
36,0.19529,29.632,30.5,30.092,1.9377,0.56953,5.8496,-0.88375,M
34,6.7021,18.628,32.19,32.483,84.909,0.4097,118.18,-0.61397,F
25,3.3555,14.864,33.054,32.555,244.19,0.84477,218.05,-0.42048,M
56,1.7754,22.248,33.789,33.636,105.6,0.98828,60.402,-0.26128,F
30,0.079893,18.049,27.935,26.912,0.95445,0.91517,0.80952,-0.40299,M
30,1.5712,22.441,30.564,29.985,7.4464,0.56953,26.769,-0.87954,M
34,17.443,36.243,31.352,30.844,91.536,0.5971,115.56,-0.51016,F
33,0.8078,31.465,33.326,32.379,15.411,0.57488,19.492,-0.73914,M
34,4.3497,27.653,29.74,29.708,83.609,0.60443,91.91,-0.57845,F
30,0.22192,6.7081,31.911,32.108,84.512,0.84995,112.73,-0.33163,M
32,1.225,42.276,33.945,33.611,11.738,0.57555,21.402,-0.71828,M
42,8.8059,20.704,30.164,29.618,230.46,0.91108,216.12,0.021104,M
33,2.2991,24.95,32.088,31.537,117,0.67486,120.71,-0.49633,M
53,13.671,34.361,34.592,34.423,131.41,0.74608,147.29,-0.43999,F
56,0.41722,22.537,32.2,31.99,55.469,0.88565,52.898,-0.034582,F
39,1.9085,19.98,32.252,31.753,139.29,0.75389,186.46,-0.12313,F
30,0.42609,12.982,29.106,29.016,71.517,0.89946,93.953,-0.10252,M
30,0.39059,19.304,32.409,32.601,31.455,0.64915,40.674,-0.59627,M
30,5.3439,25.674,33.403,33.199,207.34,0.77398,220.18,-0.52657,M
26,0.3462,22.586,30.227,29.068,70.961,0.36295,77.331,-0.5856,M
36,9.5694,12.403,33.65,33.506,91.992,0.76311,113.49,-0.54415,M
26,10.155,17.422,32.922,32.156,117.32,0.73741,147.74,-0.33429,M
34,6.3914,39.38,30.05,29.291,145.51,0.75828,180.08,-0.42179,F
36,4.1455,28.28,30.563,29.985,81.664,0.45369,111.92,-0.72485,M
56,0.86106,32.817,31.708,31.498,21.56,0.92654,26.774,-0.22462,F
36,2.45,11.389,30.263,29.602,56.258,0.81698,72.634,-0.51611,M
35,2.1482,25.047,33.555,33.451,55.031,0.7455,49.336,-0.43425,F
34,5.0066,18.677,33.393,32.821,119,0.52934,131.17,-0.54699,F
39,1.7488,11.968,32.337,31.602,104.14,0.74668,97.721,-0.41705,F
52,7.0838,14.14,34.102,33.635,25.552,-0.11069,41.727,-0.68558,F
56,0.15091,28.908,31.354,31.127,96.361,0.74501,70.819,0.019212,F
30,4.2166,49.177,32.04,31.406,139.64,0.59909,167.64,-0.39032,M
36,1.9884,35.423,32.394,31.868,147.72,0.75828,195.22,-0.45393,M
33,1.3138,28.57,31.166,30.547,136.38,0.581,127.92,-0.57421,M
33,0.30182,15.491,30.889,30.469,169.78,0.53352,272.39,-0.7575,M
36,13.298,15.733,33.029,32.756,36.353,0.36285,42.813,-0.8341,M
36,3.1602,42.372,33.22,34.002,14.235,0.80519,29.075,-0.49658,M
53,1.1451,26.591,33.125,33.136,19.616,1.0089,33.343,-0.18682,F
30,1.5446,25.481,32.152,31.81,80.425,0.78228,108.28,-0.42083,M
30,1.1451,31.755,32.369,31.511,180.97,0.81747,142.79,-0.37251,M
36,1.4736,19.594,32.332,31.828,15.624,0.54087,25.215,-0.77624,M
37,0.16866,14.381,30.605,30.293,227.39,0.87753,205.69,-0.30134,M
36,2.0239,18.435,32.383,32.408,155.23,0.91176,174.35,-0.24417,M
53,0.071016,16.312,27.841,26.9,29.258,0.63846,50.153,-0.61167,F
56,0.20417,21.524,31.582,30.953,80.628,0.89982,76.37,-0.25709,F
53,0.27519,7.432,31.433,30.293,21.163,0.85928,25.147,-0.35722,F
30,0.70128,18.097,31.542,31.234,125.85,0.84222,124.45,-0.31341,M
36,0.83443,31.465,32.716,32.131,228.78,0.69235,173.81,-0.37359,M
31,10.928,42.855,32.036,31.263,124.09,0.76919,137.13,-0.28196,M
34,3.8171,29.969,29.821,29.327,133.1,0.707,168.9,-0.40572,F
53,1.0297,8.4938,34.121,34.123,17.904,0.67261,20.448,-0.61908,F
34,10.066,25.867,33.668,33.77,75.859,0.46046,137.43,-0.56932,F
30,4.4474,21.476,32.349,31.865,168.35,0.76109,179.4,-0.38994,M
53,3.391,27.026,31.105,30.685,201.98,0.72864,257.67,-0.53621,F
53,3.6218,6.2738,31.356,30.983,79.115,0.53025,113.82,-0.54018,F
27,1.3404,-1.0617,32.646,32.458,29.05,0.93874,32.999,-0.2722,M
36,2.1749,41.021,32.191,31.662,122.67,0.8462,191.29,-0.29324,M
35,18.127,24.082,30.986,30.989,40.244,0.52289,55.404,-0.67707,F
30,8.4597,24.516,33.417,32.349,65.877,0.7105,70.28,-0.42707,M
54,2.2814,24.178,33.532,33.042,70.579,0.71057,90.225,-0.24281,F
26,4.0656,20.414,32.525,31.887,165,0.74793,188.04,-0.36086,M
56,0.76342,26.35,31.337,30.745,47.873,0.85604,32.877,0.058611,F
35,18.224,22.103,33.142,33.314,16.478,0.83624,27.984,-0.48798,F
35,1.0031,15.684,33.486,32.746,46.225,0.6475,49.892,-0.35888,F
34,4.8202,26.495,33.273,32.84,113.04,0.49671,131.44,-0.61025,F
54,0.59476,20.414,33.257,32.776,65.04,0.41063,65.412,-0.57488,F
26,6.9329,22.537,33.22,32.195,141.43,0.80847,167.6,-0.15992,M
56,0.10652,21.476,29.614,29.699,3.2293,0.92101,3.8757,-0.12821,F
35,14.203,20.848,31.893,32.379,48.835,0.86534,55.528,-0.40774,F
36,3.027,29.921,31.643,31.475,98.532,0.75722,162.07,-0.54665,M
56,0.44385,28.57,32.518,32.082,48.555,0.81343,60.664,-0.36503,F
35,0.15979,-1.6891,22.122,21.792,0,0.84983,0.042848,0.21781,F
54,0.44385,20.028,32.483,31.958,84.002,0.54241,110.48,-0.62756,F
33,1.66,20.848,31.82,31.351,71.218,0.72842,80.644,-0.42848,M
39,9.0012,24.082,34.323,33.581,31.271,0.41212,29.783,-0.9079,M
43,5.9032,19.256,32.036,32.037,85.806,0.90403,63.549,-0.40345,M
36,0.61251,34.602,31.402,30.937,113.17,0.82056,153.76,-0.42179,M
27,3.9059,35.326,30.297,30.845,35.621,0.73842,50.915,-0.50551,M
30,18.189,13.078,32.041,31.694,26.049,0.75021,29.546,-0.49137,M
30,1.1185,86.82,28.002,27.804,1.8575,-0.35671,3.667,-0.7794,M
36,0.86106,34.94,32.836,31.662,167.24,0.64839,201.75,-0.51418,M
56,1.0297,27.701,32.25,31.526,94.719,0.89426,55.864,0.018316,F
54,0.47936,19.594,33.446,32.966,96.048,0.54275,122.19,-0.50347,F
53,10.945,32.913,35.039,34.366,127.24,0.75319,137.25,-0.43999,F
39,3.9414,5.0673,33.353,33.187,58.786,0.67814,103.53,-0.52032,F
53,6.2405,9.2177,32.069,31.955,193.86,0.76864,272.85,-0.45025,F
30,1.6245,12.837,31.376,31.401,104.76,0.69155,167.54,-0.43368,M
36,0.71016,39.091,32.87,32.15,91.335,0.86452,107.19,-0.33341,M
30,1.0297,31.465,32.051,31.254,148.39,0.9574,124.51,-0.25087,M
52,1.3671,27.17,35.099,37.218,26.915,-0.007,43.658,-0.66035,F
53,5.9831,28.329,33.456,32.976,155.91,0.75319,180.09,-0.34974,F
56,1.4647,27.943,31.788,31.938,43.104,0.66118,48.745,-0.62704,F
26,2.4323,15.636,31.342,29.782,224.74,0.8242,226.74,-0.092838,M
53,4.4829,15.588,32.012,31.041,21.348,0.84076,20.243,0,F
35,14.576,17.181,31.994,32.227,30.666,0.707,42.985,-0.59852,F
53,9.9688,9.2659,32.92,33.537,161.22,0.47975,205.81,-0.71892,F
34,6.3381,36.581,30.509,30.091,72.777,0.65205,91.52,-0.58247,F
53,3.9236,24.275,31.524,30.871,189.16,0.7575,238.64,-0.35747,F
53,7.4389,10.086,32.031,32.095,20.124,0.74668,35.85,-0.59181,F
35,11.726,14.237,32.968,32.989,72.287,0.83956,85.128,-0.43393,F
53,2.9294,16.698,34.903,34.675,36.528,0.45321,46.58,-0.62142,F
35,11.833,11.679,33.193,33.239,57.587,0.79538,69.611,-0.20948,F
26,4.6959,21.862,32.95,32.184,232.4,0.76864,306.15,-0.19722,M
32,5.699,32.865,33.877,33.63,217.28,0.86332,257.66,-0.31213,M
37,1.3493,20.366,30.963,31.835,148.11,0.93082,155.2,-0.27816,M
34,4.3497,33.396,30.066,29.472,82.459,0.87184,95.023,-0.26914,F
53,5.628,26.929,32.671,32.182,140.19,0.71411,150.49,-0.33094,F
53,4.6249,15.733,30.905,30.148,140.14,0.73225,179.7,-0.37336,F
36,1.2605,14.575,32.113,32.033,158.92,0.7804,166.35,-0.34621,M
36,6.0363,17.663,31.086,30.92,8.8336,-0.074628,14.66,-0.87668,M
35,5.122,28.184,31.994,32.113,52.104,0.6039,59.93,-0.61348,F
48,3.604,33.541,32.442,32.236,155.58,0.8295,145.53,-0.11125,M
53,4.9445,4.1021,33.51,33.401,8.1125,0.51221,13.155,-0.53224,F
39,6.9151,22.055,31.963,31.226,183.2,0.7575,151.67,-0.39719,F
35,2.9649,59.167,32.105,32.191,2.4245,0.92124,4.1099,-0.0071414,F
26,8.5219,15.298,32.483,31.507,109.66,0.58356,123.12,-0.38528,M
49,1.5446,38.415,30.993,31.203,50.284,-0.13052,147.3,-0.62142,F
36,2.956,19.738,33.281,32.737,154.69,0.69601,165.71,-0.52623,M
35,17.212,15.057,32.522,32.874,73.94,0.69227,75.488,-0.61722,F
53,5.6369,37.739,34.233,34.499,169.2,0.71055,195.63,-0.086495,F
36,3.249,41.938,33.024,32.056,230.91,0.86818,173.01,-0.2129,M
53,4.3852,63.462,31.772,32.764,58.181,0.36619,100.74,-0.65491,F
53,10.501,39.621,34.353,33.742,133.67,0.87043,171.73,-0.045128,F
30,1.0208,33.492,33.573,32.939,75.176,0.89174,81.613,-0.31965,M
36,0.8877,11.245,33.886,32.585,6.8868,0.39929,18.973,-0.87572,M
32,2.2814,33.058,33.321,33.312,221.14,0.86687,279.1,-0.25948,M
56,0.59476,20.124,31.479,30.803,64.072,0.92628,49.183,-0.28209,F
33,13.688,25.771,32.408,31.731,172.35,0.686,216.44,-0.30505,M
28,4.3763,23.31,33.183,33.337,95.406,0.87043,119.07,-0.18544,M
53,11.149,18.339,33.742,33.48,139.22,0.67503,169.21,-0.45128,F
53,4.9888,18.484,31.167,30.586,22.073,0.094267,27.1,-0.61769,F
26,0.49711,20.51,32.517,31.846,17.246,0.68081,26.062,-0.72804,M
39,1.6422,21.427,32.116,31.452,108.78,0.74668,119.89,-0.35747,F
56,0.3462,30.79,33.199,33.503,21.396,0.88189,14.913,-0.44556,F
33,1.1096,23.213,31.767,31.47,114.45,0.8085,109.57,-0.36247,M
30,5.7345,30.79,33.318,33.01,139.35,0.8484,145.58,-0.4161,M
54,0.38171,21.862,33.36,32.833,2.5531,0.76413,3.9206,-0.47847,F
53,3.6928,23.889,30.453,29.79,0,0.35923,0.076927,-0.83888,F
30,4.3497,27.653,31.411,30.558,53.833,0.71027,86.843,-0.38717,M
35,3.2046,27.46,31.72,30.926,8.9161,0.88554,19.528,-0.24281,F
56,3.2223,32.865,31.788,31.682,68.288,0.59244,73.149,0.0042083,F
53,0.12428,9.0246,29.681,28.894,113.98,0.73897,135.02,-0.33846,F
56,1.6777,20.993,33.745,33.484,31.607,0.90049,17.929,0.033141,F
30,4.403,20.317,28.926,28.925,16.442,0.32993,24.399,-0.73882,M
49,1.9707,41.89,31.307,31.221,56.027,0.72875,67.213,-0.5656,F
26,5.5392,23.792,32.68,31.824,193.25,0.707,178.15,-0.42348,M
26,1.9352,20.269,32.432,31.469,163.08,0.62844,187.88,-0.24229,M
37,0.79005,17.422,31.11,31.342,232.73,0.77095,321.5,-0.33998,M
35,7.4566,18.966,28.801,27.791,3.5732,0.66114,6.0003,-0.76195,F
42,2.8673,13.706,33.183,33.112,162.38,0.82069,150.2,-0.15067,M
56,0.40834,21.765,31.961,31.976,0,0.95158,0,-0.15385,F
30,17.567,15.298,32.041,31.599,143.38,0.86804,137.36,-0.19442,M
35,12.65,6.6599,32.573,32.076,15.027,0.75855,22.961,-0.66959,F
56,2.2814,37.546,31.337,30.97,85.359,0.69227,95.89,-0.29926,F
36,3.3999,29.728,32.836,32.396,122.12,0.69235,180.25,-0.5664,M
30,9.9422,20.269,30.629,29.789,87.383,0.66118,115.46,-0.47975,M
34,8.513,30.114,30.822,30.329,33.028,0.89382,45.184,-0.22897,F
53,6.347,35.471,33.439,32.884,117.39,0.7745,150.25,-0.16547,F
53,0.81668,6.7564,33.108,32.449,59.984,0.48535,82.99,-0.6667,F
49,4.1367,23.165,31.466,30.988,96.369,0.7035,121.41,0.52038,F
56,0.13315,19.111,31.585,31.787,7.0282,0.92366,8.7952,-0.11527,F
36,18.224,47.874,32.854,33.693,7.4805,0.78682,10.77,-0.67242,M
53,5.8943,17.953,32.543,32.095,229.83,0.78996,325.01,-0.20257,F
54,0.27519,13.513,32.314,31.807,59.455,0.72944,82.366,-0.50046,F
36,8.3621,14.912,31.291,30.71,53.815,0.82798,74.335,-0.36064,M
37,1.518,28.184,32.014,32.166,150.14,0.84911,200,-0.14681,M
37,0.17754,15.636,31.028,30.761,186.85,0.61818,261.35,-0.32066,M
53,3.5242,15.733,31.912,31.546,131.76,0.63125,164.46,-0.51635,F
39,2.2991,5.3569,27.92,33.226,8.383,0.84046,9.9894,-0.29789,F
39,9.019,45.509,33.368,33.374,143.04,0.66437,165.7,-0.48292,M
39,8.8858,34.844,33.082,32.963,139.09,0.65371,151.86,-0.48292,M
35,5.2463,30.356,30.833,30.598,53.781,0.77883,84.733,-0.19996,F
53,11.522,47.488,34.626,34.423,243.46,0.78871,224.87,-0.31213,F
35,17.381,9.652,32.148,31.732,22.567,0.87897,27.558,-0.45424,F
35,18.207,20.366,33.755,34.321,94.708,0.7146,135.03,-0.41114,F
31,4.8113,31.707,32.763,31.816,56.864,0.54275,93.12,-0.58917,M
34,0.25743,20.462,28.514,27.964,41.508,0.86818,57.383,-0.31735,F
37,3.897,29.342,33.065,32.628,171.2,0.87398,246.69,0.065678,M
30,18.26,25.53,32.741,31.385,115.28,0.92628,133.14,-0.3535,M
39,6.5423,20.462,32.218,31.602,158.55,0.808,197.28,-0.32967,F
32,0.71903,36.388,31.222,30.943,13.621,0.8727,12.471,-0.42572,M
33,5.7967,16.022,31.656,30.634,151.96,0.74522,133,-0.34801,M
54,1.3138,23.792,33.018,32.625,35.864,0.47133,37.475,-0.5606,F
35,14.221,41.552,31.82,31.388,41.177,0.59631,57.378,-0.61059,F
26,3.8526,22.296,32.527,31.544,83.881,0.616,69.824,-0.33017,M
35,18.162,13.513,32.984,33.118,56.849,0.7927,87.661,-0.30351,F
32,2.4944,27.701,32.522,31.981,65.787,0.7674,65.033,-0.52273,M
24,9.0456,9.652,31.7,30.861,85.427,0.53659,184.91,-0.69956,M
26,0.053262,32.913,27.484,27.366,209.08,0.7184,204.06,-0.61478,M
30,0.26631,35.423,33.004,31.981,108.59,0.85977,132.96,-0.31965,M
35,14.416,18.628,33.773,33.137,16.732,0.73914,24.677,-0.035707,F
30,18.26,23.792,33.162,31.593,80.072,0.89604,85.097,-0.35707,M
28,12.437,19.787,33.351,33.318,86.695,0.66437,102.76,-0.57178,M
39,6.4003,23.551,31.222,30.592,136.23,0.8585,192.94,-0.37336,F
36,2.0151,34.023,32.495,31.906,64.817,0.60077,80.506,-0.63469,M
36,5.6191,41.841,32.529,32.339,120.3,0.82422,189.25,-0.23299,M
36,6.6222,13.127,31.086,30.958,22.42,0.77377,20.351,-0.44895,M
37,3.604,35.037,32.779,33.038,107.06,0.86332,116.63,-0.3902,M
36,2.0239,26.012,31.321,31.236,42.773,0.78302,69.021,-0.57636,M
35,4.545,33.251,30.698,30.374,75.759,0.68053,92.924,0.13926,F
34,5.9209,29.728,29.886,29.472,100.63,0.707,103.46,-0.53828,F
32,2.3968,34.168,32.389,31.907,139.77,0.80292,146.69,-0.50393,M
56,0.17754,25.674,31.47,31.2,45.651,0.76402,39.431,-0.038424,F
35,18.224,21.331,33.43,33.636,56.29,0.44473,87.68,-0.58404,F
39,2.7696,16.071,33.232,32.802,180.08,0.75029,172.82,-0.40513,F
34,1.7576,24.227,29.383,29.165,99.727,0.77294,105.97,-0.46598,F
49,4.2521,21.958,31.349,30.218,74.603,0.7245,82.486,0.33376,F
28,5.7345,11.631,32.813,32.517,175.87,0.83845,212.14,-0.10817,M
54,0.9232,32.141,33.521,33.337,50.743,0.651,60.906,-0.50603,F
53,6.063,20.993,32.32,31.753,2.9651,-0.090179,3.7098,-0.84999,F
36,10.75,58.684,33.035,33.494,72.51,0.45169,109.64,-0.73225,M
43,0.27519,27.798,31.986,31.205,130.06,0.80358,96.475,-0.51488,M
35,1.9618,35.664,33.377,33.176,39.399,0.78198,62.566,-0.29994,F
39,2.8495,15.636,32.525,31.905,78.762,0.76111,77.778,-0.2542,F
36,7.5454,30.597,31.64,31.638,19.052,-0.15337,37.574,-0.73878,M
34,9.7735,36.485,31.755,31.571,45.85,0.77951,75.887,-0.53583,F
31,6.8353,31.852,32.933,32.341,176.03,0.87125,197.9,-0.2678,M
